,year,lib-cons,rally,work,button
54950,2012,Conservative,No,No,Yes
54951,2012,Slightly liberal,No,No,No
54952,2012,Moderate,No,No,No
54953,2012,Liberal,No,No,No
54954,2012,Moderate,NA,No,Yes
54955,2012,Conservative,No,No,No
54956,2012,Moderate,No,No,No
54957,2012,Liberal,No,No,No
54958,2012,Moderate,No,No,No
54959,2012,Liberal,No,No,No
54960,2012,Liberal,No,No,No
54961,2012,Conservative,No,No,No
54962,2012,Liberal,No,No,No
54963,2012,Conservative,No,No,Yes
54964,2012,Moderate,No,No,Yes
54965,2012,Slightly conservative,DK,DK,DK
54966,2012,Conservative,No,No,No
54967,2012,Extremeley conservative,NA,No,Yes
54968,2012,Slightly conservative,DK,DK,DK
54969,2012,Moderate,No,No,No
54970,2012,Slightly liberal,No,No,No
54971,2012,Moderate,No,No,No
54972,2012,Conservative,No,No,No
54973,2012,Moderate,NA,No,No
54974,2012,Moderate,DK,DK,DK
54975,2012,Conservative,No,No,No
54976,2012,Moderate,No,No,Yes
54977,2012,Conservative,DK,DK,DK
54978,2012,Slightly conservative,No,Yes,No
54979,2012,Moderate,No,No,No
54980,2012,Extremely liberal,No,No,No
54981,2012,Liberal,DK,DK,DK
54982,2012,Moderate,DK,DK,DK
54983,2012,Slightly conservative,No,No,No
54984,2012,Slightly liberal,No,No,No
54985,2012,Slightly conservative,No,No,Yes
54986,2012,Moderate,No,No,No
54987,2012,Moderate,No,No,No
54988,2012,Moderate,DK,DK,DK
54989,2012,Moderate,No,No,Yes
54990,2012,Moderate,No,No,Yes
54991,2012,Conservative,No,No,No
54992,2012,Extremely liberal,No,No,Yes
54993,2012,Slightly liberal,No,No,No
54994,2012,Moderate,No,No,No
54995,2012,Moderate,DK,DK,DK
54996,2012,Moderate,NA,Yes,Yes
54997,2012,Moderate,No,No,No
54998,2012,Liberal,No,No,No
54999,2012,Moderate,No,No,No
55000,2012,Extremely liberal,No,No,No
55001,2012,Slightly conservative,No,No,No
55002,2012,Moderate,No,No,Yes
55003,2012,Moderate,No,No,No
55004,2012,Conservative,No,No,No
55005,2012,Moderate,No,No,Yes
55006,2012,Moderate,No,No,No
55007,2012,Conservative,No,No,No
55008,2012,Extremeley conservative,No,No,No
55009,2012,Slightly conservative,No,No,No
55010,2012,Moderate,No,No,No
55011,2012,Moderate,No,No,No
55012,2012,Slightly liberal,NA,No,No
55013,2012,Moderate,No,No,No
55014,2012,Moderate,No,No,No
55015,2012,Conservative,No,No,No
55016,2012,Moderate,No,No,No
55017,2012,Liberal,No,No,No
55018,2012,Moderate,No,No,No
55019,2012,Conservative,No,No,Yes
55020,2012,Liberal,No,No,No
55021,2012,Conservative,DK,DK,DK
55022,2012,Conservative,No,No,No
55023,2012,Liberal,No,No,No
55024,2012,Liberal,DK,DK,DK
55025,2012,Moderate,No,No,No
55026,2012,NA,No,No,No
55027,2012,Moderate,No,No,No
55028,2012,Moderate,No,No,No
55029,2012,Moderate,No,No,No
55030,2012,Slightly conservative,No,No,Yes
55031,2012,Conservative,No,No,No
55032,2012,Slightly conservative,No,No,Yes
55033,2012,Slightly conservative,No,No,No
55034,2012,Conservative,No,No,No
55035,2012,Moderate,No,No,No
55036,2012,Liberal,No,Yes,Yes
55037,2012,Slightly liberal,No,No,No
55038,2012,Slightly conservative,No,No,No
55039,2012,Moderate,NA,No,No
55040,2012,Slightly conservative,No,No,No
55041,2012,Slightly conservative,No,No,No
55042,2012,Slightly conservative,No,No,No
55043,2012,Slightly conservative,NA,No,No
55044,2012,Moderate,No,No,No
55045,2012,Conservative,No,No,No
55046,2012,Moderate,No,No,Yes
55047,2012,Liberal,No,No,No
55048,2012,Slightly liberal,No,No,No
55049,2012,Liberal,No,No,No
55050,2012,Slightly conservative,No,No,No
55051,2012,Moderate,NA,Yes,Yes
55052,2012,Slightly conservative,No,No,No
55053,2012,Liberal,No,No,No
55054,2012,Moderate,No,No,No
55055,2012,Slightly conservative,NA,Yes,Yes
55056,2012,Conservative,DK,DK,DK
55057,2012,Slightly conservative,No,No,Yes
55058,2012,Moderate,No,No,No
55059,2012,Slightly conservative,No,No,No
55060,2012,Extremeley conservative,No,No,No
55061,2012,Slightly conservative,No,No,No
55062,2012,Moderate,No,No,No
55063,2012,Slightly liberal,No,Yes,Yes
55064,2012,Conservative,No,No,No
55065,2012,Extremeley conservative,No,No,No
55066,2012,Moderate,NA,No,Yes
55067,2012,Liberal,No,No,No
55068,2012,Slightly conservative,No,No,No
55069,2012,Slightly conservative,No,No,Yes
55070,2012,Conservative,No,No,Yes
55071,2012,Moderate,No,No,No
55072,2012,Liberal,NA,No,Yes
55073,2012,Conservative,No,No,No
55074,2012,Liberal,No,No,No
55075,2012,Liberal,No,No,No
55076,2012,Slightly liberal,DK,DK,DK
55077,2012,Liberal,No,Yes,Yes
55078,2012,Extremeley conservative,No,No,No
55079,2012,Slightly conservative,No,No,No
55080,2012,Conservative,No,No,No
55081,2012,Liberal,No,No,No
55082,2012,Slightly conservative,No,No,No
55083,2012,Conservative,No,No,No
55084,2012,Liberal,DK,DK,DK
55085,2012,Moderate,No,No,No
55086,2012,Liberal,No,No,No
55087,2012,Conservative,No,No,No
55088,2012,NA,No,No,No
55089,2012,Extremeley conservative,No,No,No
55090,2012,Moderate,No,Yes,Yes
55091,2012,Extremeley conservative,NA,Yes,Yes
55092,2012,Moderate,No,No,No
55093,2012,Moderate,No,No,No
55094,2012,Liberal,No,No,No
55095,2012,NA,No,No,No
55096,2012,Moderate,No,No,No
55097,2012,Moderate,No,No,No
55098,2012,Liberal,No,No,No
55099,2012,Moderate,No,No,Yes
55100,2012,Slightly conservative,No,No,No
55101,2012,Slightly conservative,No,No,No
55102,2012,Moderate,No,No,No
55103,2012,Moderate,No,No,No
55104,2012,Slightly conservative,NA,No,No
55105,2012,Slightly conservative,DK,DK,DK
55106,2012,Moderate,No,No,No
55107,2012,Conservative,No,No,No
55108,2012,Slightly liberal,No,No,No
55109,2012,Moderate,No,No,Yes
55110,2012,Liberal,No,No,No
55111,2012,Extremeley conservative,DK,DK,DK
55112,2012,Liberal,No,No,No
55113,2012,Slightly liberal,NA,No,No
55114,2012,Moderate,No,No,No
55115,2012,Slightly liberal,DK,DK,DK
55116,2012,Moderate,No,No,No
55117,2012,Moderate,DK,DK,DK
55118,2012,Conservative,No,No,No
55119,2012,Conservative,No,No,No
55120,2012,Slightly liberal,No,No,No
55121,2012,Liberal,No,No,No
55122,2012,Moderate,No,No,No
55123,2012,Moderate,No,No,No
55124,2012,Conservative,No,No,No
55125,2012,Conservative,No,No,No
55126,2012,Moderate,No,No,No
55127,2012,Extremely liberal,No,No,No
55128,2012,Moderate,NA,Yes,Yes
55129,2012,Slightly liberal,NA,Yes,Yes
55130,2012,Moderate,No,No,No
55131,2012,Slightly conservative,NA,No,No
55132,2012,Slightly conservative,No,No,No
55133,2012,Slightly liberal,No,No,No
55134,2012,Slightly liberal,No,No,Yes
55135,2012,Conservative,No,No,Yes
55136,2012,Conservative,No,No,No
55137,2012,Liberal,No,No,No
55138,2012,Slightly conservative,No,No,No
55139,2012,Conservative,No,No,No
55140,2012,Moderate,No,No,No
55141,2012,Conservative,No,No,No
55142,2012,Extremeley conservative,No,No,No
55143,2012,Moderate,DK,DK,DK
55144,2012,Moderate,No,No,No
55145,2012,NA,No,No,No
55146,2012,Conservative,No,No,Yes
55147,2012,Moderate,No,No,No
55148,2012,Moderate,No,No,No
55149,2012,Liberal,No,No,Yes
55150,2012,Moderate,No,No,No
55151,2012,Slightly conservative,DK,DK,DK
55152,2012,Conservative,No,No,No
55153,2012,Moderate,No,No,No
55154,2012,Moderate,No,Yes,No
55155,2012,Conservative,No,No,No
55156,2012,Conservative,No,No,No
55157,2012,Moderate,No,No,No
55158,2012,Slightly conservative,DK,DK,DK
55159,2012,Conservative,No,No,No
55160,2012,Slightly conservative,No,No,No
55161,2012,Moderate,No,No,No
55162,2012,Liberal,NA,Yes,Yes
55163,2012,Slightly conservative,No,No,No
55164,2012,Conservative,No,No,No
55165,2012,Extremeley conservative,No,No,No
55166,2012,Extremeley conservative,No,No,Yes
55167,2012,Slightly conservative,DK,DK,DK
55168,2012,Moderate,DK,DK,DK
55169,2012,Conservative,No,No,Yes
55170,2012,Moderate,No,No,No
55171,2012,Conservative,No,No,No
55172,2012,Moderate,No,No,No
55173,2012,Moderate,No,No,No
55174,2012,Conservative,No,No,No
55175,2012,Moderate,No,No,Yes
55176,2012,Liberal,No,No,No
55177,2012,Slightly liberal,No,No,No
55178,2012,Conservative,No,No,No
55179,2012,Slightly conservative,No,No,No
55180,2012,Conservative,No,No,No
55181,2012,Moderate,No,No,No
55182,2012,Slightly conservative,DK,DK,DK
55183,2012,Moderate,No,No,Yes
55184,2012,Moderate,No,No,No
55185,2012,Slightly conservative,No,No,No
55186,2012,Liberal,No,No,No
55187,2012,Conservative,No,No,Yes
55188,2012,Extremeley conservative,No,No,Yes
55189,2012,Moderate,DK,DK,DK
55190,2012,Conservative,No,No,No
55191,2012,Extremely liberal,No,No,No
55192,2012,Moderate,No,No,No
55193,2012,Conservative,DK,DK,DK
55194,2012,Moderate,No,No,No
55195,2012,Slightly liberal,No,No,Yes
55196,2012,Moderate,No,No,No
55197,2012,Conservative,DK,DK,DK
55198,2012,Extremeley conservative,No,No,No
55199,2012,Conservative,DK,DK,DK
55200,2012,Moderate,No,No,No
55201,2012,Moderate,No,No,No
55202,2012,Liberal,No,No,Yes
55203,2012,Conservative,No,No,No
55204,2012,Moderate,No,No,Yes
55205,2012,Slightly conservative,No,No,Yes
55206,2012,Moderate,No,No,No
55207,2012,Moderate,No,No,No
55208,2012,Slightly liberal,No,No,No
55209,2012,Moderate,No,No,Yes
55210,2012,Conservative,No,No,No
55211,2012,Slightly conservative,No,No,No
55212,2012,Moderate,DK,DK,DK
55213,2012,Moderate,No,No,No
55214,2012,Moderate,No,No,No
55215,2012,Conservative,No,No,Yes
55216,2012,Moderate,No,No,No
55217,2012,Moderate,No,No,No
55218,2012,Slightly liberal,NA,Yes,Yes
55219,2012,Moderate,NA,No,No
55220,2012,Conservative,No,No,No
55221,2012,Moderate,No,No,No
55222,2012,Extremeley conservative,NA,No,Yes
55223,2012,Moderate,No,No,No
55224,2012,Liberal,No,No,No
55225,2012,Moderate,No,No,Yes
55226,2012,Slightly conservative,No,No,No
55227,2012,Slightly conservative,No,No,No
55228,2012,Moderate,No,No,No
55229,2012,Moderate,DK,DK,DK
55230,2012,Slightly conservative,No,No,No
55231,2012,Conservative,No,No,Yes
55232,2012,Liberal,DK,DK,DK
55233,2012,Liberal,No,No,No
55234,2012,Slightly conservative,No,No,No
55235,2012,Liberal,NA,Yes,Yes
55236,2012,Moderate,No,No,No
55237,2012,Moderate,No,No,No
55238,2012,Liberal,No,No,No
55239,2012,Moderate,No,No,No
55240,2012,Conservative,No,No,Yes
55241,2012,Moderate,No,No,No
55242,2012,Conservative,No,No,No
55243,2012,Moderate,No,No,No
55244,2012,Moderate,No,No,No
55245,2012,Moderate,No,No,No
55246,2012,Moderate,No,No,No
55247,2012,Slightly liberal,No,No,No
55248,2012,Conservative,No,No,Yes
55249,2012,Conservative,No,No,No
55250,2012,Liberal,No,No,No
55251,2012,Slightly conservative,No,No,No
55252,2012,Moderate,No,No,No
55253,2012,Slightly liberal,No,No,No
55254,2012,Moderate,No,No,No
55255,2012,Extremely liberal,No,No,No
55256,2012,Conservative,No,No,No
55257,2012,Liberal,No,No,No
55258,2012,Extremely liberal,NA,Yes,Yes
55259,2012,Moderate,No,No,No
55260,2012,Moderate,No,No,No
55261,2012,Liberal,No,No,No
55262,2012,Liberal,No,No,No
55263,2012,Slightly liberal,NA,Yes,Yes
55264,2012,Slightly liberal,DK,DK,DK
55265,2012,Moderate,No,No,No
55266,2012,Conservative,No,No,No
55267,2012,Slightly liberal,No,No,No
55268,2012,Conservative,No,No,No
55269,2012,Conservative,No,No,No
55270,2012,Conservative,No,No,Yes
55271,2012,Slightly conservative,No,No,No
55272,2012,NA,No,No,No
55273,2012,Moderate,No,No,Yes
55274,2012,Moderate,No,No,No
55275,2012,Conservative,No,No,No
55276,2012,Moderate,No,No,No
55277,2012,Moderate,No,No,No
55278,2012,Moderate,No,No,Yes
55279,2012,Moderate,DK,DK,DK
55280,2012,Moderate,No,No,No
55281,2012,Moderate,NA,No,Yes
55282,2012,Moderate,No,No,No
55283,2012,Moderate,No,No,No
55284,2012,Moderate,No,No,No
55285,2012,Slightly conservative,No,No,No
55286,2012,Conservative,NA,No,Yes
55287,2012,Conservative,No,No,No
55288,2012,Slightly liberal,No,No,No
55289,2012,Slightly conservative,No,No,No
55290,2012,Moderate,DK,DK,DK
55291,2012,Conservative,No,No,No
55292,2012,Moderate,No,No,No
55293,2012,Liberal,NA,No,Yes
55294,2012,Moderate,No,No,No
55295,2012,Moderate,No,No,No
55296,2012,Moderate,No,No,No
55297,2012,Liberal,NA,Yes,Yes
55298,2012,Moderate,No,No,No
55299,2012,Slightly conservative,No,No,No
55300,2012,Slightly conservative,No,No,No
55301,2012,Slightly conservative,No,No,No
55302,2012,Conservative,No,No,Yes
55303,2012,Moderate,No,No,No
55304,2012,Slightly liberal,No,No,No
55305,2012,Conservative,No,No,Yes
55306,2012,Moderate,No,No,No
55307,2012,Moderate,No,No,No
55308,2012,Moderate,No,No,No
55309,2012,Moderate,DK,DK,DK
55310,2012,Slightly liberal,No,No,No
55311,2012,Moderate,No,No,No
55312,2012,Moderate,No,No,No
55313,2012,Extremeley conservative,No,No,No
55314,2012,Extremeley conservative,NA,Yes,Yes
55315,2012,Slightly liberal,No,No,No
55316,2012,Slightly liberal,No,No,Yes
55317,2012,Moderate,No,No,No
55318,2012,Moderate,No,No,No
55319,2012,Moderate,DK,DK,DK
55320,2012,Slightly conservative,NA,No,Yes
55321,2012,Moderate,No,No,No
55322,2012,Moderate,No,No,No
55323,2012,Liberal,No,No,Yes
55324,2012,Moderate,No,No,No
55325,2012,Moderate,No,No,No
55326,2012,Conservative,NA,No,No
55327,2012,Moderate,No,No,No
55328,2012,Moderate,No,No,No
55329,2012,Slightly conservative,No,No,No
55330,2012,Slightly liberal,No,No,No
55331,2012,Slightly liberal,No,No,Yes
55332,2012,Moderate,No,No,Yes
55333,2012,Slightly liberal,No,No,No
55334,2012,Moderate,No,No,No
55335,2012,Slightly conservative,No,No,No
55336,2012,Moderate,No,No,No
55337,2012,Moderate,No,No,No
55338,2012,Moderate,NA,No,No
55339,2012,Moderate,No,No,No
55340,2012,Moderate,No,No,No
55341,2012,Moderate,No,No,No
55342,2012,Moderate,No,No,Yes
55343,2012,Liberal,DK,DK,DK
55344,2012,Moderate,No,No,No
55345,2012,Conservative,No,No,No
55346,2012,Slightly conservative,No,No,No
55347,2012,Moderate,No,No,No
55348,2012,Moderate,No,No,Yes
55349,2012,Slightly liberal,No,No,No
55350,2012,Moderate,No,No,No
55351,2012,Slightly conservative,No,No,No
55352,2012,Moderate,No,No,No
55353,2012,Slightly liberal,No,No,No
55354,2012,Moderate,NA,No,Yes
55355,2012,Conservative,DK,DK,DK
55356,2012,Liberal,No,No,No
55357,2012,Conservative,No,No,No
55358,2012,Slightly conservative,No,No,No
55359,2012,Slightly liberal,No,No,Yes
55360,2012,Slightly conservative,No,No,No
55361,2012,Conservative,No,No,No
55362,2012,Liberal,No,No,Yes
55363,2012,Slightly conservative,No,No,No
55364,2012,Conservative,No,No,No
55365,2012,Conservative,No,No,No
55366,2012,Conservative,NA,Yes,Yes
55367,2012,Liberal,No,No,No
55368,2012,Extremely liberal,No,No,No
55369,2012,Slightly liberal,No,No,No
55370,2012,Liberal,No,No,No
55371,2012,Conservative,No,No,No
55372,2012,Moderate,No,No,No
55373,2012,Extremeley conservative,No,No,No
55374,2012,Liberal,No,No,No
55375,2012,Conservative,No,No,No
55376,2012,Moderate,No,No,No
55377,2012,Extremeley conservative,No,No,No
55378,2012,Moderate,NA,No,No
55379,2012,Slightly liberal,DK,DK,DK
55380,2012,Liberal,NA,Yes,Yes
55381,2012,Conservative,DK,DK,DK
55382,2012,Moderate,No,No,No
55383,2012,Moderate,No,No,No
55384,2012,Slightly conservative,No,No,No
55385,2012,Conservative,No,No,Yes
55386,2012,Moderate,No,No,No
55387,2012,Moderate,No,No,No
55388,2012,Moderate,No,No,No
55389,2012,Conservative,No,No,No
55390,2012,Slightly conservative,No,No,No
55391,2012,Slightly conservative,No,No,No
55392,2012,Moderate,No,No,No
55393,2012,Slightly conservative,No,No,No
55394,2012,Moderate,No,No,No
55395,2012,Slightly liberal,No,No,No
55396,2012,Slightly liberal,No,No,No
55397,2012,Conservative,No,No,No
55398,2012,Slightly conservative,No,No,No
55399,2012,Slightly liberal,No,No,No
55400,2012,Conservative,No,No,No
55401,2012,Moderate,No,No,No
55402,2012,Conservative,DK,DK,DK
55403,2012,Extremeley conservative,No,No,No
55404,2012,Conservative,No,No,No
55405,2012,Conservative,No,No,No
55406,2012,Moderate,No,No,No
55407,2012,Moderate,No,No,No
55408,2012,Extremely liberal,No,No,No
55409,2012,Conservative,NA,No,No
55410,2012,Moderate,No,No,No
55411,2012,Moderate,DK,DK,DK
55412,2012,Slightly conservative,No,No,Yes
55413,2012,Moderate,No,No,No
55414,2012,Moderate,DK,DK,DK
55415,2012,Conservative,No,No,No
55416,2012,Conservative,No,No,No
55417,2012,Moderate,No,No,Yes
55418,2012,Slightly liberal,NA,Yes,Yes
55419,2012,Moderate,DK,DK,DK
55420,2012,Slightly conservative,No,No,No
55421,2012,Moderate,No,No,No
55422,2012,Slightly liberal,DK,DK,DK
55423,2012,Moderate,No,No,No
55424,2012,Moderate,No,No,No
55425,2012,Moderate,No,No,No
55426,2012,Extremely liberal,No,No,No
55427,2012,Slightly conservative,No,No,No
55428,2012,Moderate,No,No,No
55429,2012,Moderate,No,No,Yes
55430,2012,Moderate,DK,DK,DK
55431,2012,Slightly liberal,No,No,No
55432,2012,Moderate,No,No,No
55433,2012,Conservative,No,No,Yes
55434,2012,Slightly conservative,No,No,No
55435,2012,Moderate,No,No,No
55436,2012,Slightly conservative,No,No,No
55437,2012,Slightly conservative,NA,No,No
55438,2012,Slightly liberal,No,No,No
55439,2012,Extremely liberal,DK,DK,DK
55440,2012,Conservative,DK,DK,DK
55441,2012,Slightly conservative,No,No,No
55442,2012,Moderate,No,No,No
55443,2012,Slightly conservative,No,No,Yes
55444,2012,Moderate,No,No,No
55445,2012,Conservative,NA,No,No
55446,2012,Conservative,No,No,No
55447,2012,Moderate,No,No,Yes
55448,2012,Moderate,DK,DK,DK
55449,2012,Slightly conservative,DK,DK,DK
55450,2012,Conservative,No,No,No
55451,2012,Moderate,No,No,No
55452,2012,Conservative,No,No,No
55453,2012,Moderate,NA,No,Yes
55454,2012,Slightly liberal,No,No,No
55455,2012,Moderate,No,No,No
55456,2012,Slightly liberal,No,No,No
55457,2012,Slightly conservative,No,No,No
55458,2012,Slightly liberal,No,No,Yes
55459,2012,Moderate,DK,DK,DK
55460,2012,Moderate,NA,Yes,Yes
55461,2012,Slightly liberal,No,No,Yes
55462,2012,Moderate,No,No,No
55463,2012,Liberal,NA,No,Yes
55464,2012,Moderate,No,No,No
55465,2012,Slightly conservative,No,No,No
55466,2012,Extremeley conservative,No,No,No
55467,2012,Moderate,No,No,No
55468,2012,Slightly conservative,DK,DK,DK
55469,2012,Conservative,No,No,No
55470,2012,Slightly conservative,No,No,No
55471,2012,Liberal,No,No,Yes
55472,2012,Moderate,No,No,No
55473,2012,Slightly conservative,No,No,No
55474,2012,Liberal,No,No,No
55475,2012,Moderate,No,No,No
55476,2012,Extremeley conservative,No,No,No
55477,2012,Slightly conservative,No,No,No
55478,2012,Moderate,No,No,No
55479,2012,Extremely liberal,No,No,No
55480,2012,Slightly conservative,No,No,No
55481,2012,Moderate,No,No,No
55482,2012,Conservative,No,No,No
55483,2012,Moderate,No,No,No
55484,2012,Conservative,No,No,No
55485,2012,Slightly conservative,No,No,Yes
55486,2012,Slightly conservative,No,No,No
55487,2012,Moderate,No,No,Yes
55488,2012,Moderate,No,No,No
55489,2012,Liberal,No,No,No
55490,2012,Moderate,No,No,No
55491,2012,Conservative,No,No,No
55492,2012,Moderate,No,No,Yes
55493,2012,Slightly conservative,No,No,No
55494,2012,Moderate,No,No,No
55495,2012,Moderate,No,No,No
55496,2012,Liberal,No,No,No
55497,2012,Conservative,No,No,No
55498,2012,Liberal,No,No,Yes
55499,2012,Extremeley conservative,No,No,No
55500,2012,Conservative,No,No,No
55501,2012,Liberal,No,No,No
55502,2012,Conservative,No,No,Yes
55503,2012,Extremeley conservative,DK,DK,DK
55504,2012,Moderate,No,No,No
55505,2012,Moderate,No,No,No
55506,2012,Moderate,No,No,No
55507,2012,Conservative,DK,DK,DK
55508,2012,Liberal,No,No,Yes
55509,2012,Liberal,NA,No,Yes
55510,2012,Moderate,No,No,No
55511,2012,Conservative,No,No,No
55512,2012,Slightly liberal,No,No,No
55513,2012,Moderate,No,No,No
55514,2012,Slightly liberal,DK,DK,DK
55515,2012,Moderate,No,No,Yes
55516,2012,Moderate,No,No,Yes
55517,2012,Extremely liberal,DK,DK,DK
55518,2012,Conservative,No,No,No
55519,2012,Moderate,No,No,No
55520,2012,Slightly liberal,No,No,Yes
55521,2012,Extremely liberal,DK,DK,DK
55522,2012,Liberal,No,No,No
55523,2012,Slightly liberal,No,No,No
55524,2012,Slightly conservative,No,No,No
55525,2012,Liberal,No,No,No
55526,2012,Moderate,No,No,No
55527,2012,Liberal,DK,DK,DK
55528,2012,Extremely liberal,DK,DK,DK
55529,2012,Slightly liberal,No,No,No
55530,2012,Conservative,No,No,No
55531,2012,Moderate,No,No,Yes
55532,2012,Slightly conservative,No,No,No
55533,2012,Moderate,No,No,No
55534,2012,Extremely liberal,DK,DK,DK
55535,2012,Conservative,No,No,Yes
55536,2012,Slightly liberal,No,No,No
55537,2012,Conservative,No,No,No
55538,2012,Moderate,NA,No,No
55539,2012,Liberal,No,No,No
55540,2012,Moderate,No,No,No
55541,2012,Moderate,No,No,No
55542,2012,Conservative,No,No,No
55543,2012,Slightly conservative,No,No,No
55544,2012,Slightly liberal,No,No,Yes
55545,2012,Conservative,No,No,No
55546,2012,Moderate,No,No,No
55547,2012,Conservative,No,No,No
55548,2012,Slightly liberal,No,No,No
55549,2012,Moderate,No,No,Yes
55550,2012,Liberal,No,No,No
55551,2012,Moderate,No,No,No
55552,2012,Moderate,No,No,No
55553,2012,Slightly conservative,No,No,No
55554,2012,Moderate,No,No,No
55555,2012,Slightly liberal,No,No,No
55556,2012,Slightly liberal,No,No,No
55557,2012,Moderate,No,No,Yes
55558,2012,Moderate,DK,DK,DK
55559,2012,Moderate,No,No,No
55560,2012,Conservative,No,No,Yes
55561,2012,Extremely liberal,No,No,Yes
55562,2012,Slightly liberal,NA,No,No
55563,2012,Conservative,No,No,No
55564,2012,Conservative,No,No,No
55565,2012,Conservative,No,No,No
55566,2012,Slightly conservative,No,No,No
55567,2012,Slightly conservative,No,No,No
55568,2012,Conservative,No,No,No
55569,2012,Moderate,No,No,No
55570,2012,Moderate,No,No,Yes
55571,2012,Moderate,No,No,No
55572,2012,Conservative,NA,Yes,Yes
55573,2012,Liberal,No,No,No
55574,2012,Extremely liberal,DK,DK,DK
55575,2012,Conservative,No,No,No
55576,2012,Conservative,No,No,No
55577,2012,Conservative,No,No,No
55578,2012,Slightly conservative,DK,DK,DK
55579,2012,Slightly conservative,No,No,No
55580,2012,Moderate,No,No,No
55581,2012,Moderate,No,No,Yes
55582,2012,Moderate,No,No,No
55583,2012,Liberal,No,No,No
55584,2012,Moderate,No,No,No
55585,2012,Moderate,No,Yes,No
55586,2012,Slightly conservative,No,No,No
55587,2012,Extremely liberal,No,No,No
55588,2012,Slightly conservative,No,No,No
55589,2012,Slightly liberal,DK,DK,DK
55590,2012,Extremeley conservative,No,No,No
55591,2012,Moderate,No,No,Yes
55592,2012,Slightly liberal,No,No,No
55593,2012,Moderate,No,No,No
55594,2012,Liberal,No,No,Yes
55595,2012,Moderate,No,No,No
55596,2012,Liberal,No,Yes,Yes
55597,2012,Slightly conservative,No,No,No
55598,2012,Moderate,No,No,No
55599,2012,Conservative,DK,DK,DK
55600,2012,Slightly conservative,No,No,No
55601,2012,Liberal,No,No,No
55602,2012,Moderate,No,No,No
55603,2012,Moderate,No,No,Yes
55604,2012,Moderate,No,No,No
55605,2012,Moderate,No,No,No
55606,2012,Moderate,No,No,No
55607,2012,Liberal,No,No,No
55608,2012,Moderate,No,No,No
55609,2012,Moderate,No,No,No
55610,2012,Conservative,No,No,No
55611,2012,Slightly liberal,No,No,No
55612,2012,Liberal,No,No,No
55613,2012,Slightly conservative,No,No,No
55614,2012,Liberal,No,No,No
55615,2012,Moderate,No,No,No
55616,2012,Slightly liberal,No,No,No
55617,2012,Slightly conservative,DK,DK,DK
55618,2012,Liberal,No,No,No
55619,2012,Extremely liberal,No,No,No
55620,2012,Liberal,NA,Yes,Yes
55621,2012,Moderate,No,No,Yes
55622,2012,Slightly conservative,No,No,No
55623,2012,Slightly liberal,No,No,No
55624,2012,Slightly conservative,No,No,No
55625,2012,Slightly liberal,No,No,No
55626,2012,Slightly liberal,No,No,Yes
55627,2012,Slightly conservative,No,No,No
55628,2012,Slightly conservative,No,No,No
55629,2012,Slightly conservative,No,No,No
55630,2012,Liberal,No,No,No
55631,2012,Slightly liberal,No,No,No
55632,2012,Slightly liberal,No,No,No
55633,2012,Conservative,DK,DK,DK
55634,2012,Slightly conservative,No,No,No
55635,2012,Moderate,No,No,No
55636,2012,Slightly liberal,No,No,No
55637,2012,Slightly conservative,No,No,No
55638,2012,Moderate,No,No,No
55639,2012,Conservative,No,No,No
55640,2012,Slightly liberal,No,No,No
55641,2012,Moderate,No,No,No
55642,2012,Liberal,No,No,No
55643,2012,Moderate,NA,Yes,No
55644,2012,Slightly conservative,No,No,No
55645,2012,Slightly liberal,No,No,Yes
55646,2012,Slightly liberal,No,No,Yes
55647,2012,Conservative,No,No,No
55648,2012,Moderate,No,No,No
55649,2012,Slightly liberal,No,No,Yes
55650,2012,Slightly liberal,No,No,No
55651,2012,Conservative,No,No,No
55652,2012,Extremeley conservative,No,No,No
55653,2012,Liberal,DK,DK,DK
55654,2012,Extremeley conservative,No,No,No
55655,2012,Conservative,No,No,No
55656,2012,Slightly liberal,DK,DK,DK
55657,2012,Moderate,DK,DK,DK
55658,2012,Slightly liberal,No,No,No
55659,2012,Liberal,No,No,No
55660,2012,Moderate,No,No,No
55661,2012,Slightly liberal,DK,DK,DK
55662,2012,Extremely liberal,No,No,No
55663,2012,Extremeley conservative,No,No,No
55664,2012,Extremeley conservative,No,No,No
55665,2012,Moderate,No,No,No
55666,2012,Moderate,No,No,No
55667,2012,Moderate,No,No,No
55668,2012,Conservative,No,No,No
55669,2012,Liberal,No,No,No
55670,2012,Moderate,No,No,No
55671,2012,Liberal,No,No,No
55672,2012,Conservative,No,No,No
55673,2012,Slightly liberal,No,No,No
55674,2012,Moderate,No,No,Yes
55675,2016,DK,No,No,No
55676,2016,Slightly conservative,No,No,No
55677,2016,DK,No,No,No
55678,2016,DK,No,No,No
55679,2016,Moderate,No,No,No
55680,2016,Conservative,No,No,No
55681,2016,DK,No,No,No
55682,2016,Slightly conservative,No,No,Yes
55683,2016,Moderate,No,No,No
55684,2016,Slightly liberal,No,No,No
55685,2016,DK,INC,INC,INC
55686,2016,Liberal,INC,INC,INC
55687,2016,Moderate,No,No,No
55688,2016,DK,Yes,No,Yes
55689,2016,Liberal,No,No,No
55690,2016,DK,No,No,No
55691,2016,Liberal,Yes,Yes,Yes
55692,2016,Conservative,No,No,No
55693,2016,Slightly liberal,No,No,No
55694,2016,DK,No,No,No
